id,name,birthdate,deathdate
4637,Kurt Angle,1969-12-09T00:00:00.000,
4638,Kurt Fuller,1953-09-16T00:00:00.000,
4639,Kurt Hale,,
4640,Kurt Loder,1945-05-05T00:00:00.000,
4641,Kurt Voss,1963-09-16T00:00:00.000,
4642,Kurt Wimmer,,
4643,Kurtwood Smith,1943-07-03T00:00:00.000,
4644,Kwesi Ameyaw,1975-08-24T00:00:00.000,
4645,Kwok-Kwan Chan,1975-08-01T00:00:00.000,
4646,Kyla Pratt,1986-09-16T00:00:00.000,
4647,Kyla Wise,,
4648,Kyle Balda,1971-03-09T00:00:00.000,
4649,Kyle Gass,1960-07-14T00:00:00.000,
4650,Kyle Hebert,1969-06-14T00:00:00.000,
4651,Kyle Schmid,1984-08-03T00:00:00.000,
4652,Kylie Bunbury,1989-01-30T00:00:00.000,
4653,Kylie Minogue,1968-05-28T00:00:00.000,
4654,Kyra Nichols,,
4655,Kyra Sedgwick,1965-08-19T00:00:00.000,
4656,Kyung-gu Sol,1968-05-01T00:00:00.000,
4657,L.Q. Jones,1933-03-14T00:00:00.000,
4658,La'Princess Jackson,,
4659,Laila Haley,,
4660,Lainie Kazan,1940-05-15T00:00:00.000,
4661,Laird John Hamilton,1964-03-02T00:00:00.000,
4662,Lajos Koltai,1946-04-02T00:00:00.000,
4663,Lalaine,1987-06-03T00:00:00.000,
4664,Lambert Wilson,1958-08-03T00:00:00.000,
4665,Lamman Rucker,1971-10-06T00:00:00.000,
4666,Lana Wachowski,1965-06-21T00:00:00.000,
4667,Lance Gross,1981-07-08T00:00:00.000,
4668,Lance Hool,1948-05-11T00:00:00.000,
4669,Lance Kawas,,
4670,Lance McDaniel,,
4671,Lance Mungia,,
4672,Lance Rivera,,
4673,Landon Liboiron,,
4674,Lane Smith,1936-04-29T00:00:00.000,2005-06-13T00:00:00.000
4675,Lara Flynn Boyle,1970-03-24T00:00:00.000,
4676,Lara Jean Chorostecki,1984-09-24T00:00:00.000,
4677,Lara Jill Miller,1967-04-20T00:00:00.000,
4678,Lara Pulver,1980-09-01T00:00:00.000,
4679,Laraine Day,1920-10-13T00:00:00.000,2007-11-10T00:00:00.000
4680,Larenz Tate,1975-09-08T00:00:00.000,
4681,Lark Voorhies,1974-03-25T00:00:00.000,
4682,Larry Bagby,1974-03-07T00:00:00.000,
4683,Larry Blamire,,
4684,Larry Charles,1956-12-01T00:00:00.000,
4685,Larry Clark,1943-01-19T00:00:00.000,
4686,Larry David,1947-07-02T00:00:00.000,
4687,Larry Drake,1949-02-21T00:00:00.000,2016-03-17T00:00:00.000
4688,Larry Fessenden,1963-03-23T00:00:00.000,
4689,Larry Hankin,1940-08-31T00:00:00.000,
4690,Larry Joe Campbell,1970-11-29T00:00:00.000,
4691,Larry King,1933-11-19T00:00:00.000,
4692,Larry Miller,1953-10-15T00:00:00.000,
4693,Larry Mullen Jr.,1961-10-31T00:00:00.000,
4694,Larry Poindexter,1959-12-16T00:00:00.000,
4695,Larry the Cable Guy,1963-02-17T00:00:00.000,
4696,Lars Mikkelsen,1964-05-06T00:00:00.000,
4697,Lars Ulrich,1963-12-26T00:00:00.000,
4698,Lars von Trier,1956-04-30T00:00:00.000,
4699,Laslo Benedek,1905-03-05T00:00:00.000,1992-03-11T00:00:00.000
4700,Lasse Hallstr�m,1946-06-02T00:00:00.000,
4701,Lateef Crowder,1977-11-23T00:00:00.000,
4702,Laura Breckenridge,1983-08-22T00:00:00.000,
4703,Laura Brent,,
4704,Laura Flanders,1961-12-05T00:00:00.000,
4705,Laura Fraser,1976-07-24T00:00:00.000,
4706,Laura Harring,1964-03-03T00:00:00.000,
4707,Laura Harris,,
4708,Laura Morante,1956-08-21T00:00:00.000,
4709,Laura Ramsey,1982-11-14T00:00:00.000,
4710,Laura San Giacomo,1962-11-14T00:00:00.000,
4711,Laura Spencer,1969-06-19T00:00:00.000,
4712,Laura-Leigh,,
4713,Laurel Holloman,1971-05-23T00:00:00.000,
4714,Lauren Ambrose,1978-02-20T00:00:00.000,
4715,Lauren C. Mayhew,1985-11-27T00:00:00.000,
4716,Lauren Cohan,1982-01-07T00:00:00.000,
4717,Lauren German,1978-11-29T00:00:00.000,
4718,Lauren Gottlieb,,
4719,Lauren Holly,1963-10-28T00:00:00.000,
4720,Lauren Lazin,,
4721,Lauren Lee Smith,1980-06-19T00:00:00.000,
4722,Lauren London,1984-12-05T00:00:00.000,
4723,Lauren Sweetser,1988-02-11T00:00:00.000,
4724,Laurence Dunmore,,
4725,Laurence Fox,1978-05-26T00:00:00.000,
4726,Laurence Olivier,1907-05-22T00:00:00.000,1989-07-11T00:00:00.000
4727,Laurent Bouhnik,1961-04-07T00:00:00.000,
4728,Laurent Cantet,1961-06-15T00:00:00.000,
4729,Laurent Poitrenaux,,
4730,Laurent Tirard,,
4731,Laurie Collyer,,
4732,Laurie Metcalf,1955-06-16T00:00:00.000,
4733,Lauryn Hill,1975-05-26T00:00:00.000,
4734,Lawrence Gilliard Jr.,1971-09-22T00:00:00.000,
4735,Lawrence Guterman,,
4736,Lawrence Kasanoff,1959-06-01T00:00:00.000,
4737,Lawrence Kasdan,1949-01-14T00:00:00.000,
4738,Laz Alonso,1974-03-25T00:00:00.000,
4739,L�a Drucker,1972-01-23T00:00:00.000,
4740,Lea Michele,1986-08-29T00:00:00.000,
4741,L�a Pool,,
4742,Lea Thompson,1961-05-31T00:00:00.000,
4743,Leah Remini,1970-06-15T00:00:00.000,
4744,Lee Arenberg,1962-07-18T00:00:00.000,
4745,Lee Armstrong,,
4746,Lee Daniels,1959-12-24T00:00:00.000,
4747,Lee Evans,1964-02-25T00:00:00.000,
4748,Lee Ingleby,1976-01-28T00:00:00.000,
4749,Lee J. Cobb,1911-12-08T00:00:00.000,1976-02-11T00:00:00.000
4750,Lee Majors,1939-04-23T00:00:00.000,
4751,Lee Marvin,1924-02-19T00:00:00.000,1987-08-29T00:00:00.000
4752,Lee Norris,1982-04-19T00:00:00.000,
4753,Lee Remick,1935-12-14T00:00:00.000,1991-07-02T00:00:00.000
4754,Lee Scott,,
4755,Lee Tamahori,1950-04-22T00:00:00.000,
4756,Lee Tergesen,1965-07-08T00:00:00.000,
4757,Lee Toland Krieger,,
4758,Lee Unkrich,1967-08-08T00:00:00.000,
4759,Lee Ving,,
4760,Leehom Wang,1976-05-17T00:00:00.000,
4761,Leigh Whannell,1977-01-17T00:00:00.000,
4762,Leighton Meester,1986-04-09T00:00:00.000,
4763,Leila Arcieri,1973-12-18T00:00:00.000,
4764,Leila Hatami,1972-10-01T00:00:00.000,
4765,Lela Rochon,1964-04-17T00:00:00.000,
4766,Leland Orser,1960-08-06T00:00:00.000,
4767,Leleti Khumalo,1970-03-30T00:00:00.000,
4768,Lemmy,1945-12-24T00:00:00.000,2015-12-28T00:00:00.000
4769,Len Cariou,1939-09-30T00:00:00.000,
4770,Len Wiseman,1973-03-04T00:00:00.000,
4771,Lena Dunham,1986-05-13T00:00:00.000,
4772,Lena Endre,1955-07-08T00:00:00.000,
4773,Lena Horne,1917-06-30T00:00:00.000,2010-05-09T00:00:00.000
4774,Lena Olin,1955-03-22T00:00:00.000,
4775,Lenny Abrahamson,1966-11-30T00:00:00.000,
4776,Lenny Venito,,
4777,Lenore Zann,1959-11-22T00:00:00.000,
4778,Leo Fitzpatrick,1978-08-10T00:00:00.000,
4779,Leo G. Carroll,1886-10-25T00:00:00.000,1972-10-16T00:00:00.000
4780,Leo Howard,,
4781,Leo McKern,1920-03-16T00:00:00.000,2002-07-23T00:00:00.000
4782,Leo Rossi,1946-06-26T00:00:00.000,
4783,Leon,1962-03-08T00:00:00.000,
4784,Leon Ford,,
4785,Leon Ichaso,1948-08-03T00:00:00.000,
4786,Leon Isaac Kennedy,1949-01-01T00:00:00.000,
4787,Leon Rippy,1949-10-30T00:00:00.000,
4788,L�on Schwartzenberg,,
4789,Leonard Farlinger,,
4790,Leonard Nimoy,1931-03-26T00:00:00.000,2015-02-27T00:00:00.000
4791,Leonard Roberts,1969-02-28T00:00:00.000,
4792,Leonardo DiCaprio,1974-11-11T00:00:00.000,
4793,Leonid Yarmolnik,1954-01-22T00:00:00.000,
4794,Leonie Benesch,1991-04-22T00:00:00.000,
4795,Leonor Varela,1972-12-29T00:00:00.000,
4796,Leonor Watling,1975-07-28T00:00:00.000,
4797,Leopold Stokowski,1882-04-18T00:00:00.000,1977-09-13T00:00:00.000
4798,Leos Carax,1960-11-22T00:00:00.000,
4799,Les Mayfield,,
4800,Lesley Ann Warren,1946-08-16T00:00:00.000,
4801,Lesley Manville,1956-03-12T00:00:00.000,
4802,Lesley Sharp,1960-04-03T00:00:00.000,
4803,Lesley-Anne Down,1954-03-17T00:00:00.000,
4804,Leslie Bibb,1974-11-17T00:00:00.000,
4805,Leslie Carlson,1933-02-24T00:00:00.000,2014-05-03T00:00:00.000
4806,Leslie Caron,1931-07-01T00:00:00.000,
4807,Leslie H. Martinson,1915-01-16T00:00:00.000,2016-09-03T00:00:00.000
4808,Leslie Hope,1965-05-06T00:00:00.000,
4809,Leslie Jordan,1955-04-29T00:00:00.000,
4810,Leslie Small,,
4811,Leslye Headland,1980-11-26T00:00:00.000,
4812,Lester Speight,1963-01-07T00:00:00.000,
4813,Leticia Br�dice,1972-08-26T00:00:00.000,
4814,Levan Gabriadze,1969-11-16T00:00:00.000,
4815,LeVar Burton,1957-02-16T00:00:00.000,
4816,Leven Rambin,1990-05-17T00:00:00.000,
4817,Levon Helm,1940-05-26T00:00:00.000,2012-04-19T00:00:00.000
4818,Lew Temple,1967-10-02T00:00:00.000,
4819,Lewis Gilbert,1934-06-06T00:00:00.000,2011-10-31T00:00:00.000
4820,Lex Barker,,
4821,Lex Shrapnel,1979-10-06T00:00:00.000,
4822,Lexa Doig,1973-06-08T00:00:00.000,
4823,Lexi Alexander,1974-08-23T00:00:00.000,
4824,Lexie Contursi,1989-09-18T00:00:00.000,
4825,Lhakpa Dorji,,
4826,Li Gong,1965-12-31T00:00:00.000,
4827,Li Jun Li,,
4828,Li Zhang,,
4829,Lia Tucker,,
4830,Liam Aiken,1990-01-07T00:00:00.000,
4831,Liam James,1950-09-21T00:00:00.000,
4832,Liam Neeson,1952-06-07T00:00:00.000,
4833,Liane Balaban,1980-06-24T00:00:00.000,
4834,Libby Villari,,
4835,Lijun Sun,,
4836,Lil' Wayne,1982-09-27T00:00:00.000,
4837,Lila Kedrova,1918-10-09T00:00:00.000,2000-02-16T00:00:00.000
4838,Lili Taylor,1967-02-20T00:00:00.000,
4839,Liliana Cavani,1933-01-12T00:00:00.000,
4840,Lillete Dubey,1954-05-13T00:00:00.000,
4841,Lilli Lavine,,
4842,Lillian Adams,1922-05-13T00:00:00.000,2011-05-25T00:00:00.000
4843,Lillian Gish,1893-10-14T00:00:00.000,1993-02-27T00:00:00.000
4844,Lillo Brancato,1976-03-30T00:00:00.000,
4845,Lily Atkinson,,
4846,Lily Cole,1987-12-27T00:00:00.000,
4847,Lily James,1989-04-05T00:00:00.000,
4848,Lily Rabe,1982-06-29T00:00:00.000,
4849,Lily Tomlin,1939-09-01T00:00:00.000,
4850,Lin Shaye,1943-10-12T00:00:00.000,
4851,Lina Esco,1985-05-14T00:00:00.000,
4852,Lincoln Hoppe,1971-06-05T00:00:00.000,
4853,Linda Blair,1959-01-22T00:00:00.000,
4854,Linda Cardellini,1975-06-25T00:00:00.000,
4855,Linda Fiorentino,1958-03-09T00:00:00.000,
4856,Linda Harrison,1945-07-26T00:00:00.000,
4857,Linda Kozlowski,1958-01-07T00:00:00.000,
4858,Linda Lovelace,1949-01-10T00:00:00.000,2002-04-22T00:00:00.000
4859,Linda Mendoza,,
4860,Linden Ashby,1960-05-23T00:00:00.000,
4861,Lindsay Duncan,1950-11-07T00:00:00.000,
4862,Lindsay Felton,1984-12-04T00:00:00.000,
4863,Lindsay Kay Hayward,1987-07-28T00:00:00.000,
4864,Lindsay MacDonald,1997-09-22T00:00:00.000,
4865,Lindsay Price,1976-12-06T00:00:00.000,
4866,Lindsay Sloane,1977-08-08T00:00:00.000,
4867,Lindsay Wagner,1949-06-22T00:00:00.000,
4868,Lindsey Haun,1984-11-21T00:00:00.000,
4869,Lindy Booth,1979-04-02T00:00:00.000,
4870,Linnea Quigley,1958-05-27T00:00:00.000,
4871,Lino Facioli,2000-07-29T00:00:00.000,
4872,Linus Roache,1964-02-01T00:00:00.000,
4873,Lionel Abelanski,1964-10-22T00:00:00.000,
4874,Lionel Barrymore,1878-04-28T00:00:00.000,1954-11-15T00:00:00.000
4875,Lionel C. Martin,,
4876,Lior Ashkenazi,,
4877,Lisa Ann,1972-05-09T00:00:00.000,
4878,Lisa Ann Walter,1963-08-03T00:00:00.000,
4879,Lisa Arnold,,
4880,Lisa Azuelos,1965-11-06T00:00:00.000,
4881,Lisa Bonet,1967-11-16T00:00:00.000,
4882,Lisa Brave,,
4883,Lisa Cholodenko,1964-06-05T00:00:00.000,
4884,Lisa Edelstein,1966-05-21T00:00:00.000,
4885,Lisa Gaye,1964-03-25T00:00:00.000,
4886,Lisa Kay,1971-02-11T00:00:00.000,
4887,Lisa Ortiz,1974-12-11T00:00:00.000,
4888,Lisa Pelikan,1954-07-12T00:00:00.000,
4889,Lisa Ray,1972-04-04T00:00:00.000,
4890,Lisa Wilcox,1964-04-27T00:00:00.000,
4891,LisaGay Hamilton,1964-03-25T00:00:00.000,
4892,Lisanne Pajot,,
4893,LisaRaye McCoy,1966-09-23T00:00:00.000,
4894,Liv Ullmann,1938-12-16T00:00:00.000,
4895,Livingston Oden,,
4896,Livvy Stubenrauch,,
4897,Liya Kebede,1978-03-01T00:00:00.000,
4898,Liz Friedlander,,
4899,Liz Mullane,,
4900,Liza Lapira,,
4901,Liza Minnelli,1946-03-12T00:00:00.000,
4902,Lizzie Brocher�,1985-03-22T00:00:00.000,
4903,Ljubomir Kerekes,1960-01-16T00:00:00.000,
4904,LL Cool J,1968-01-14T00:00:00.000,
4905,Lloyd Avery II,1969-06-21T00:00:00.000,2005-09-04T00:00:00.000
4906,Lloyd Bacon,1889-12-04T00:00:00.000,1955-11-15T00:00:00.000
4907,Lloyd Bridges,1913-01-15T00:00:00.000,1998-03-10T00:00:00.000
4908,Lloyd Kaufman,1945-12-30T00:00:00.000,
4909,Llu�s Qu�lez,1978-12-08T00:00:00.000,
4910,Loanne Bishop,1955-11-10T00:00:00.000,
4911,Lobo Sebastian,,
4912,Lochlyn Munro,1966-02-12T00:00:00.000,
4913,Logan Browning,1989-06-09T00:00:00.000,
4914,Logan Lerman,1992-01-19T00:00:00.000,
4915,Lois Chiles,1947-04-15T00:00:00.000,
4916,Lois Maxwell,1927-02-14T00:00:00.000,2007-09-29T00:00:00.000
4917,Lois Smith,1930-11-03T00:00:00.000,
4918,Lola Due�as,1971-10-06T00:00:00.000,
4919,Lola Glaudini,1971-11-24T00:00:00.000,
4920,Lolita Davidovich,1961-07-15T00:00:00.000,
4921,Lon Chaney Jr.,1906-02-10T00:00:00.000,1973-07-12T00:00:00.000
4922,Lone Scherfig,1959-05-02T00:00:00.000,
4923,Long Nguyen,,
4924,Lorelei Linklater,1994-05-29T00:00:00.000,
4925,Lorene Scafaria,,
4926,Loretta Devine,1949-08-21T00:00:00.000,
4927,Lori Petty,1963-10-14T00:00:00.000,
4928,Lori Silverbush,,
4929,Lori Singer,1957-11-06T00:00:00.000,
4930,Lorna Raver,1943-10-09T00:00:00.000,
4931,Lorne Cardinal,,
4932,Lorraine Bracco,1954-10-02T00:00:00.000,
4933,Lorraine Stanley,1976-06-28T00:00:00.000,
4934,Lorraine Toussaint,1960-04-04T00:00:00.000,
4935,Lorraine Ziff,,
4936,Lotte Verbeek,1982-06-24T00:00:00.000,
4937,Lou Adler,1933-12-13T00:00:00.000,
4938,Lou Perryman,1941-08-15T00:00:00.000,2009-04-01T00:00:00.000
4939,Lou Romano,1972-04-15T00:00:00.000,
4940,Lou Saliba,,
4941,Lou Taylor Pucci,1985-07-27T00:00:00.000,
4942,Louis C.K.,1967-09-12T00:00:00.000,
4943,Louis Ferreira,1966-02-20T00:00:00.000,
4944,Louis Herthum,1956-07-05T00:00:00.000,
4945,Louis Jourdan,1921-06-19T00:00:00.000,2015-02-14T00:00:00.000
4946,Louis Koo,1970-10-21T00:00:00.000,
4947,Louis Leterrier,1973-06-17T00:00:00.000,
4948,Louis Lombardi,,
4949,Louis Mandylor,1966-09-13T00:00:00.000,
4950,Louis Morneau,,
4951,Louis Mustillo,1958-05-28T00:00:00.000,
4952,Louis Ozawa Changchien,,
4953,Louis Walsh,1952-08-05T00:00:00.000,
4954,Louisa Milwood-Haigh,,
4955,Louise Beavers,1902-03-08T00:00:00.000,1962-10-26T00:00:00.000
4956,Louise Bourgoin,1981-11-28T00:00:00.000,
4957,Louise Brealey,1979-03-27T00:00:00.000,
4958,Louise Brooks,1946-10-23T00:00:00.000,2012-09-02T00:00:00.000
4959,Louise Fletcher,1934-07-22T00:00:00.000,
4960,Louise Lasser,1939-04-11T00:00:00.000,
4961,Louise Sorel,1940-08-06T00:00:00.000,
4962,Lowell Sherman,1888-10-11T00:00:00.000,1934-12-28T00:00:00.000
4963,Lubna Azabal,,
4964,Luc Besson,1959-03-18T00:00:00.000,
4965,Luc Jacquet,1967-12-05T00:00:00.000,
4966,Luca Guadagnino,,
4967,Lucas Bryant,1978-09-28T00:00:00.000,
4968,Lucas Grabeel,1984-11-23T00:00:00.000,
4969,Lucile Hadzihalilovic,1961-05-07T00:00:00.000,
4970,Lucille Ball,1911-08-06T00:00:00.000,1989-04-26T00:00:00.000
4971,Lucille La Verne,1872-11-07T00:00:00.000,1945-03-04T00:00:00.000
4972,Lucio Fulci,1927-06-17T00:00:00.000,1996-03-13T00:00:00.000
4973,Lucky McKee,1975-11-01T00:00:00.000,
4974,Lucrecia Martel,1966-12-14T00:00:00.000,
4975,Lucy,1911-08-06T00:00:00.000,1989-04-26T00:00:00.000
4976,Lucy Boynton,,
4977,Lucy Fry,,
4978,Lucy Gaskell,1980-07-10T00:00:00.000,
4979,Lucy Gordon,1980-05-22T00:00:00.000,2009-05-20T00:00:00.000
4980,Ludger Pistor,1959-03-16T00:00:00.000,
4981,Ludivine Sagnier,1979-07-03T00:00:00.000,
4982,Luenell,1959-03-12T00:00:00.000,
4983,Luigi Pistilli,1929-07-19T00:00:00.000,1996-04-21T00:00:00.000
4984,Luis Antonio,1961-02-25T00:00:00.000,
4985,Luis E. Carazo,,
4986,Luis Llosa,,
4987,Luis Mandoki,,
4988,Luis Miranda,1969-12-15T00:00:00.000,
4989,Luis Rosado,,
4990,Luis Sanchez,1934-02-02T00:00:00.000,
4991,Luis Tosar,1971-10-13T00:00:00.000,
4992,Luis Valdez,1940-06-26T00:00:00.000,
4993,Luisa D'Oliveira,1986-10-06T00:00:00.000,
4994,Luisa Ranieri,1973-12-16T00:00:00.000,
4995,Lukas Haas,1976-04-16T00:00:00.000,
4996,Lukas Moodysson,1969-01-17T00:00:00.000,
4997,Luke Benward,1995-05-12T00:00:00.000,
4998,Luke Bracey,,
4999,Luke Dye,,
5000,Luke Edwards,1980-03-24T00:00:00.000,
5001,Luke Ford,1981-03-26T00:00:00.000,
5002,Luke Greenfield,1972-02-05T00:00:00.000,
5003,Luke Grimes,1984-01-21T00:00:00.000,
5004,Luke Kirby,1978-06-21T00:00:00.000,
5005,Luke Mably,1976-03-01T00:00:00.000,
5006,Luke Newberry,1990-02-19T00:00:00.000,
5007,Luke Perry,1966-10-11T00:00:00.000,
5008,Luke Treadaway,1984-09-10T00:00:00.000,
5009,Lumi Cavazos,1968-12-21T00:00:00.000,
5010,Lunetta Savino,1957-11-02T00:00:00.000,
5011,Lupe Ontiveros,1942-09-17T00:00:00.000,2012-07-26T00:00:00.000
5012,Lusia Strus,,
5013,Lydia Hearst,1984-09-19T00:00:00.000,
5014,Lydia Wilson,,
5015,Lymari Nadal,1978-02-11T00:00:00.000,
5016,Lynda Boyd,1965-01-28T00:00:00.000,
5017,Lynn Cohen,1933-08-10T00:00:00.000,
5018,Lynn Hung,1983-04-10T00:00:00.000,
5019,Lynn Redgrave,1943-03-08T00:00:00.000,2010-05-02T00:00:00.000
5020,Lynn Shelton,,
5021,Lynn Whitfield,1953-05-06T00:00:00.000,
5022,Lynne Ramsay,1969-12-05T00:00:00.000,
5023,Lynne Thigpen,1948-12-22T00:00:00.000,2003-03-12T00:00:00.000
5024,Lysette Anthony,1963-09-26T00:00:00.000,
5025,Lyubov Agapova,,
5026,M. Emmet Walsh,1935-03-22T00:00:00.000,
5027,M. Night Shyamalan,1970-08-06T00:00:00.000,
5028,M.C. Gainey,1948-01-18T00:00:00.000,
5029,Mabel Cheung,1950-11-17T00:00:00.000,
5030,Mabrouk El Mechri,,
5031,Mac McDonald,1949-06-18T00:00:00.000,
5032,Macaulay Culkin,1980-08-26T00:00:00.000,
5033,Macha M�ril,,
5034,Mackenzie Aladjem,,
5035,Mackenzie Crook,1971-09-29T00:00:00.000,
5036,Mackenzie Davis,1987-04-01T00:00:00.000,
5037,Mackenzie Foy,2000-11-10T00:00:00.000,
5038,Mackenzie Gray,1957-11-22T00:00:00.000,
5039,Mackenzie Phillips,1959-11-10T00:00:00.000,
5040,Madeleine Albright,1937-05-15T00:00:00.000,
5041,Madeline Carroll,1996-03-18T00:00:00.000,
5042,Madeline Kahn,1942-09-29T00:00:00.000,1999-12-03T00:00:00.000
5043,Madhavan,1970-06-01T00:00:00.000,
5044,Madhuri Dixit,1967-05-15T00:00:00.000,
5045,Madison Davenport,1996-11-22T00:00:00.000,
5046,Madison Lintz,,
5047,Madison McKinley,,
5048,Madison Pettis,1998-07-22T00:00:00.000,
5049,Madison Rothschild,,
5050,Mae Marsh,1894-11-09T00:00:00.000,1968-02-13T00:00:00.000
5051,Mae West,1893-08-17T00:00:00.000,1980-11-22T00:00:00.000
5052,Maeve Dermody,1985-11-02T00:00:00.000,
5053,Magda Apanowicz,1985-11-08T00:00:00.000,
5054,Magda Szubanski,1961-04-12T00:00:00.000,
5055,Maggie Carey,,
5056,Maggie Cheung,1964-09-20T00:00:00.000,
5057,Maggie Greenwald,1955-06-23T00:00:00.000,
5058,Maggie Siff,1974-06-21T00:00:00.000,
5059,Maggie Wheeler,1961-08-07T00:00:00.000,
5060,Magi Avila,,
5061,Mahadeo Shivraj,,
5062,Mai Charoenpura,1969-01-05T00:00:00.000,
5063,Maia Morgenstern,1962-05-01T00:00:00.000,
5064,Maika Monroe,1993-05-29T00:00:00.000,
5065,Maile Flanagan,1965-05-19T00:00:00.000,
5066,Ma�wenn,1976-04-17T00:00:00.000,
5067,Majid Majidi,,
5068,Mako,1936-10-25T00:00:00.000,
5069,Maksim Fadeev,1968-05-06T00:00:00.000,
5070,Malcolm D. Lee,1970-01-11T00:00:00.000,
5071,Malcolm Goodwin,,
5072,Malese Jow,1991-02-18T00:00:00.000,
5073,Malik Yoba,1967-09-17T00:00:00.000,
5074,Malika,,
5075,Malone Thomas,,
5076,Malonn L�vana,,
5077,Mamoru Hosoda,1967-09-19T00:00:00.000,
5078,Man Li,1953-01-14T00:00:00.000,
5079,Mandy Gonzalez,,
5080,Mani Bharathi,,
5081,Manish Dayal,1983-06-17T00:00:00.000,
5082,Manny Perez,1969-05-05T00:00:00.000,
5083,Manoj Bajpayee,1969-04-23T00:00:00.000,
5084,M�ns M�rlind,1969-07-29T00:00:00.000,
5085,Manuela Velasco,1975-10-23T00:00:00.000,
5086,Mara Wilson,,
5087,Marama Corlett,,
5088,Marc Abraham,,
5089,Marc Anthony,1975-11-03T00:00:00.000,
5090,Marc Bennett,,
5091,Marc Blucas,1972-01-11T00:00:00.000,
5092,Marc Donato,1989-01-25T00:00:00.000,
5093,Marc F. Adler,,
5094,Marc Forby,1970-06-02T00:00:00.000,
5095,Marc Forster,1969-11-30T00:00:00.000,
5096,Marc John Jefferies,1990-05-16T00:00:00.000,
5097,Marc Lawrence,1917-07-19T00:00:00.000,2001-08-28T00:00:00.000
5098,Marc Levin,,
5099,Marc Macaulay,1957-10-13T00:00:00.000,
5100,Marc Sch�lermann,1971-10-14T00:00:00.000,
5101,Marc Singer,,
5102,Marc Trottier,1976-05-22T00:00:00.000,
5103,Marc Webb,1974-08-31T00:00:00.000,
5104,Marcel Iures,1951-08-02T00:00:00.000,
5105,Marcela Mar,1983-07-05T00:00:00.000,
5106,Marcell Nagy,,
5107,Marcella Lentz-Pope,,
5108,Marcello Mastroianni,1924-09-28T00:00:00.000,1996-12-19T00:00:00.000
5109,Marcia DeBonis,1960-06-04T00:00:00.000,
5110,Marcia Wallace,1942-11-01T00:00:00.000,2013-10-25T00:00:00.000
5111,Marcio Garcia,1970-04-17T00:00:00.000,
5112,Marco Hofschneider,1969-10-18T00:00:00.000,
5113,Marco Kreuzpaintner,1977-03-11T00:00:00.000,
5114,Marco Schnabel,,
5115,Marco St. John,1939-05-07T00:00:00.000,
5116,Marco Trevi�o,,
5117,Marcos Siega,1969-06-08T00:00:00.000,
5118,Marcus Chong,1967-07-08T00:00:00.000,
5119,Marcus Dunstan,,
5120,Marcus Lyle Brown,1970-12-26T00:00:00.000,
5121,Marcus Nispel,1963-05-26T00:00:00.000,
5122,Marcus Raboy,1965-11-30T00:00:00.000,
5123,Mare Winningham,1959-05-16T00:00:00.000,
5124,Marg Helgenberger,1958-11-16T00:00:00.000,
5125,Margaret Cho,1968-12-05T00:00:00.000,
5126,Margaret Hamilton,1902-12-09T00:00:00.000,1985-05-16T00:00:00.000
5127,Margaret Tracey,,
5128,Margarita Levieva,1980-02-09T00:00:00.000,
5129,Margo Harshman,1986-03-04T00:00:00.000,
5130,Margot Kidder,1948-10-17T00:00:00.000,
5131,Mari Koda,1986-08-03T00:00:00.000,
5132,Mar�a Alche,1983-04-23T00:00:00.000,
5133,Mar�a Aura,,
5134,Mar�a Botto,1974-02-10T00:00:00.000,
5135,Maria Canals-Barrera,1966-09-28T00:00:00.000,
5136,Maria Conchita Alonso,1957-06-29T00:00:00.000,
5137,Maria Dizzia,1974-12-29T00:00:00.000,
5138,Maria Doyle Kennedy,1964-09-25T00:00:00.000,
5139,Maria Grazia Cucinotta,1968-07-27T00:00:00.000,
5140,Maria Maggenti,,
5141,Maria Schrader,1965-09-27T00:00:00.000,
5142,Maria Thayer,1975-10-30T00:00:00.000,
5143,Mar�a Valverde,1987-03-24T00:00:00.000,
5144,Mariah Carey,1970-03-27T00:00:00.000,
5145,Marian Dziedziel,1947-08-05T00:00:00.000,
5146,Marian Marsh,1913-10-17T00:00:00.000,2006-11-09T00:00:00.000
5147,Marian Seldes,1928-08-23T00:00:00.000,2014-10-06T00:00:00.000
5148,Marianna Palka,1981-09-07T00:00:00.000,
5149,Marianne Denicourt,1966-05-14T00:00:00.000,
5150,Maribel Verd�,1970-10-02T00:00:00.000,
5151,Maricel �lvarez,,
5152,Marie Avgeropoulos,1986-06-17T00:00:00.000,
5153,Marie F�ret,1945-05-26T00:00:00.000,2015-04-28T00:00:00.000
5154,Marie Gillain,1975-06-18T00:00:00.000,
5155,Marie Pillet,1941-07-20T00:00:00.000,2009-02-13T00:00:00.000
5156,Marie-Anne Chazel,1951-09-19T00:00:00.000,
5157,Marie-Jos�e Croze,1970-02-23T00:00:00.000,
5158,Mariel Hemingway,1961-11-22T00:00:00.000,
5159,Marielle Heller,1979-10-01T00:00:00.000,
5160,Mariette Monpierre,,
5161,Marilyn Agrelo,,
5162,Marilyn Burns,1949-05-07T00:00:00.000,2014-08-05T00:00:00.000
5163,Marilyn Manson,1969-01-05T00:00:00.000,
5164,Marilyn Norry,,
5165,Marilyn Rising,,
5166,Marin Hinkle,1966-03-23T00:00:00.000,
5167,Marina Golbahari,,
5168,Marina Hands,1975-01-10T00:00:00.000,
